Application_mode,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
43,0,1,0,0,40,8,11.625,5,11.2,Graduate
1,0,1,0,1,18,6,11.994444444444444,7,12.43142857142857,Graduate
1,0,1,0,0,19,5,11.6,5,12.2,Graduate
7,0,1,0,0,24,0,0.0,0,0.0,Dropout
1,0,1,0,0,19,6,13.166666666666666,6,13.166666666666666,Dropout
1,0,1,0,0,19,7,14.1,7,14.1,Graduate
1,0,1,0,1,20,6,12.396666666666668,7,12.94285714285714,Graduate
1,0,1,0,0,18,7,15.014285714285714,8,16.0875,Graduate
1,0,1,0,1,18,0,0.0,0,0.0,Graduate
17,0,1,0,0,19,7,14.05,8,15.1,Graduate
17,0,1,0,0,18,7,14.85,8,15.2,Dropout
44,0,1,0,0,19,6,13.0,5,13.0,Graduate
1,0,1,0,1,19,7,14.7875,8,15.8625,Graduate
1,0,1,0,1,19,7,13.7,7,14.671428571428574,Graduate
1,0,1,0,1,19,7,12.495714285714286,7,12.242857142857144,Dropout
1,0,1,0,0,19,6,14.566666666666668,6,14.566666666666668,Graduate
39,1,0,0,0,25,5,11.2,4,11.25,Dropout
1,0,1,0,0,20,7,12.685714285714283,7,12.685714285714283,Graduate
53,1,0,0,0,23,7,13.571428571428571,4,13.25,Dropout
1,0,1,0,0,20,0,0.0,0,0.0,Dropout
39,0,1,0,0,27,5,11.0,6,11.166666666666666,Graduate
1,0,1,0,0,18,8,14.445,8,14.445,Graduate
7,1,0,0,0,23,11,14.0,8,14.625,Dropout
1,0,1,0,1,19,6,13.416666666666666,6,13.416666666666666,Graduate
1,0,1,0,0,18,5,12.333333333333334,5,11.4,Graduate
43,0,1,0,0,20,7,13.1,8,14.8125,Graduate
1,0,1,0,0,18,4,13.2,5,12.8,Graduate
1,0,1,0,1,19,8,14.75,8,14.75,Graduate
44,0,1,0,1,19,6,13.142857142857142,6,14.333333333333334,Graduate
1,0,1,0,0,18,4,13.75,5,14.857142857142858,Graduate
1,0,1,0,0,18,5,12.4,6,13.0,Graduate
1,0,1,0,0,18,6,13.333333333333334,6,12.0,Graduate
2,0,0,0,0,28,11,11.727272727272728,8,12.0,Dropout
17,0,1,0,0,19,4,12.5,1,14.0,Dropout
43,1,1,0,0,20,0,0.0,0,0.0,Dropout
1,0,1,0,1,19,6,13.533333333333331,7,13.614285714285714,Graduate
1,0,1,0,1,20,6,13.166666666666666,6,12.666666666666666,Graduate
1,0,1,0,1,19,5,13.2,5,11.0,Graduate
1,0,1,0,1,19,7,13.428571428571429,7,14.857142857142858,Graduate
1,0,1,0,1,18,6,12.714285714285714,6,12.625,Graduate
17,0,1,0,0,19,0,0.0,0,0.0,Dropout
17,0,1,0,1,19,6,13.666666666666666,6,13.666666666666666,Graduate
1,1,1,0,0,20,5,11.0,6,13.166666666666666,Graduate
17,0,1,0,0,18,4,12.0,5,12.0,Graduate
17,0,1,0,0,18,0,0.0,0,0.0,Dropout
17,0,1,0,0,18,5,11.0,6,11.666666666666666,Graduate
18,0,1,0,0,20,5,12.0,6,11.571428571428571,Dropout
17,0,1,0,1,19,7,13.308571428571428,8,12.55,Graduate
1,1,0,0,0,21,3,13.666666666666666,3,10.666666666666666,Dropout
17,1,0,0,0,20,0,0.0,0,0.0,Dropout
1,0,1,0,0,18,5,12.2,4,11.25,Graduate
1,0,1,0,1,20,6,12.666666666666666,6,12.833333333333334,Graduate
1,0,1,0,1,19,8,14.07125,8,14.07125,Graduate
1,0,1,0,0,22,4,14.25,5,13.2,Dropout
17,0,0,0,0,22,0,0.0,0,0.0,Dropout
1,0,1,0,0,19,2,13.0,5,11.6,Graduate
1,0,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,1,20,7,14.901428571428571,7,14.901428571428571,Dropout
1,1,1,0,1,18,7,12.65,8,12.445555555555554,Graduate
51,0,0,0,0,22,7,11.0,5,10.6,Dropout
17,0,1,0,0,20,4,12.4,5,12.666666666666666,Graduate
44,0,1,0,0,19,6,12.0,6,12.666666666666666,Graduate
1,0,1,0,1,19,7,12.135714285714286,7,13.328571428571427,Graduate
1,0,1,0,1,19,6,13.766666666666666,7,14.051428571428572,Graduate
18,0,1,0,0,19,8,13.11625,8,13.11625,Graduate
1,0,0,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,0,20,6,12.7,7,13.571428571428571,Graduate
17,0,1,0,1,20,6,12.333333333333334,6,12.333333333333334,Graduate
1,0,1,0,0,20,5,13.333333333333334,5,13.2,Graduate
42,0,1,0,0,21,7,14.355555555555554,8,13.49375,Graduate
44,1,1,0,1,19,6,13.0,5,13.0,Graduate
1,0,1,0,1,19,6,12.833333333333334,6,13.5,Graduate
1,0,1,0,1,21,5,13.2,4,13.0,Graduate
39,0,1,0,0,28,7,17.005555555555556,8,16.582222222222224,Graduate
1,1,0,0,1,19,5,10.6,5,11.0,Graduate
1,0,1,0,1,18,5,14.0,5,13.6,Graduate
17,0,1,0,1,18,7,12.114285714285714,7,12.114285714285714,Graduate
1,0,1,0,1,18,8,13.05875,8,13.05875,Graduate
42,0,1,0,0,22,7,13.285714285714286,7,13.285714285714286,Graduate
1,0,1,0,1,18,7,14.071428571428571,8,15.1625,Graduate
17,0,0,0,0,20,0,0.0,0,0.0,Dropout
44,0,0,0,0,26,4,11.25,3,11.0,Dropout
1,0,1,0,1,18,6,14.0,6,13.625,Graduate
1,0,1,0,1,21,6,12.166666666666666,3,11.666666666666666,Dropout
17,0,1,0,0,18,7,13.297142857142855,7,13.297142857142855,Graduate
1,0,1,0,0,20,6,13.923076923076923,6,14.25,Graduate
1,0,1,0,0,18,7,13.37,7,12.833333333333334,Graduate
1,0,1,0,0,20,4,15.0,4,13.75,Dropout
1,1,1,0,1,18,6,13.333333333333334,6,12.571428571428571,Graduate
1,0,1,0,0,22,5,13.4,5,12.2,Graduate
51,0,1,0,0,21,4,11.5,5,11.4,Graduate
1,0,1,0,0,18,7,13.485714285714284,7,13.485714285714284,Graduate
1,0,1,0,1,18,6,12.0,6,11.285714285714286,Graduate
17,0,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,0,19,7,13.258571428571427,7,13.258571428571427,Graduate
17,0,0,0,0,19,3,11.666666666666666,1,10.0,Dropout
16,0,1,0,1,21,6,13.571428571428571,6,12.5,Graduate
1,0,1,0,1,20,5,11.8,5,11.833333333333334,Graduate
1,0,1,0,1,20,5,14.2,5,13.285714285714286,Graduate
39,0,1,0,0,41,5,11.0,5,11.8,Graduate
17,0,1,0,0,18,7,14.652857142857142,7,14.652857142857142,Graduate
39,0,1,0,1,35,6,11.333333333333334,6,11.333333333333334,Graduate
39,1,0,0,0,32,4,13.7,0,0.0,Dropout
39,0,1,0,0,37,11,13.727272727272728,8,14.75,Graduate
39,0,1,0,0,30,7,11.75,7,11.142857142857142,Dropout
43,0,1,1,0,23,6,12.333333333333334,5,13.0,Graduate
17,0,1,0,1,20,6,14.0,6,13.857142857142858,Dropout
1,0,1,1,0,21,4,11.5,4,11.75,Graduate
1,0,1,1,0,19,5,11.2,5,13.2,Graduate
17,0,1,1,1,18,7,15.07,7,15.07,Graduate
42,0,1,1,0,18,1,10.0,1,12.0,Dropout
18,0,1,1,0,22,4,13.0,4,12.6,Graduate
17,0,1,1,0,18,4,11.0,3,11.25,Dropout
16,0,1,0,0,18,6,13.571428571428571,5,12.166666666666666,Graduate
1,0,1,1,0,21,5,14.6,5,14.2,Graduate
39,1,1,0,0,38,3,11.833333333333334,2,10.0,Dropout
18,0,1,0,1,19,7,12.625,8,12.5125,Graduate
39,0,1,0,0,36,4,11.5,3,12.333333333333334,Dropout
16,0,1,0,0,18,4,13.25,4,10.5,Graduate
1,0,1,0,0,19,7,12.60625,6,11.9,Graduate
53,1,0,0,0,21,8,13.75,5,13.2,Dropout
1,0,1,0,1,18,5,11.142857142857142,6,12.285714285714286,Graduate
17,0,1,0,0,20,1,10.0,1,11.0,Dropout
17,1,1,0,0,18,6,11.666666666666666,4,11.5,Graduate
1,0,1,0,1,18,6,14.0,6,13.142857142857142,Graduate
7,0,1,0,0,25,0,0.0,0,0.0,Dropout
1,0,1,0,0,19,7,12.04142857142857,7,12.04142857142857,Graduate
1,0,1,0,1,18,0,0.0,0,0.0,Graduate
7,0,1,0,0,39,13,13.76923076923077,12,14.583333333333334,Graduate
39,0,1,0,0,29,18,15.444444444444445,13,15.307692307692308,Graduate
7,0,0,0,0,23,2,10.0,0,0.0,Dropout
42,0,1,0,0,21,4,12.25,3,10.333333333333334,Dropout
1,0,0,0,0,18,6,14.5,6,15.166666666666666,Graduate
7,0,1,0,0,23,6,15.571428571428571,6,16.375,Graduate
1,0,1,0,0,18,6,15.571428571428571,6,14.714285714285714,Graduate
39,0,1,0,0,32,5,13.8,6,12.166666666666666,Graduate
39,1,0,0,0,29,3,10.666666666666666,2,14.8,Dropout
1,1,1,0,1,20,5,11.6,4,11.75,Graduate
39,0,0,0,0,28,1,13.0,0,0.0,Dropout
7,0,1,0,0,27,3,12.0,4,13.625,Graduate
43,1,1,0,0,22,12,12.333333333333334,12,12.333333333333334,Graduate
7,0,0,0,0,28,1,11.0,0,0.0,Dropout
39,1,0,0,0,43,4,12.25,4,10.5,Dropout
43,0,0,0,0,32,0,0.0,0,0.0,Dropout
39,0,1,0,1,35,8,13.63,8,13.63,Graduate
1,0,1,0,0,21,3,13.0,4,11.5,Graduate
1,0,1,0,1,18,7,16.9,8,16.37777777777778,Graduate
17,0,1,0,0,18,5,12.0,4,12.0,Graduate
44,0,1,0,0,22,6,12.5,6,13.285714285714286,Graduate
1,0,1,0,0,19,7,12.764285714285714,7,12.764285714285714,Graduate
18,0,1,0,1,18,5,13.75,5,12.166666666666666,Graduate
1,1,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,1,18,7,14.604285714285712,8,15.68333333333333,Graduate
39,1,0,0,0,31,0,0.0,0,0.0,Dropout
39,1,1,0,1,33,5,13.833333333333334,6,12.5,Graduate
1,0,1,0,1,19,8,13.57625,8,13.57625,Graduate
17,0,1,0,1,18,6,15.142857142857142,6,15.833333333333334,Graduate
1,0,1,0,0,23,3,10.666666666666666,5,11.6,Graduate
17,0,1,0,0,20,5,11.2,6,12.0,Graduate
1,0,1,0,0,18,8,13.76375,8,13.76375,Graduate
1,0,1,0,1,22,5,10.714285714285714,5,12.2,Graduate
1,1,1,0,0,20,6,12.166666666666666,6,11.666666666666666,Graduate
7,0,1,0,0,23,6,14.357142857142858,6,14.357142857142858,Graduate
17,0,1,0,0,19,6,12.833333333333334,6,12.666666666666666,Graduate
17,0,1,0,0,19,7,13.925714285714283,7,13.925714285714283,Graduate
39,0,1,0,0,26,2,12.0,3,11.0,Dropout
1,0,1,0,0,18,7,13.44285714285714,8,13.744444444444444,Graduate
18,0,1,1,0,18,1,16.0,0,0.0,Dropout
44,0,1,1,0,20,6,13.125,6,13.2,Graduate
1,0,1,1,0,19,0,0.0,0,0.0,Dropout
43,0,0,1,0,32,5,11.4,4,11.0,Dropout
39,0,0,1,0,31,2,11.0,3,11.666666666666666,Dropout
42,0,1,0,0,21,5,13.666666666666666,5,13.0,Graduate
43,0,0,0,0,31,4,11.75,1,10.0,Dropout
39,0,1,0,0,34,1,10.0,1,13.0,Dropout
1,0,1,0,1,18,6,13.5,6,12.833333333333334,Graduate
1,1,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,0,0,0,18,3,13.0,5,11.8,Dropout
1,0,1,0,0,20,6,14.833333333333334,6,16.0,Graduate
43,0,1,0,0,20,6,11.833333333333334,6,12.857142857142858,Graduate
17,0,1,0,1,18,5,12.0,5,12.333333333333334,Graduate
1,0,1,0,0,19,4,12.75,6,11.333333333333334,Graduate
39,0,1,0,1,30,0,0.0,1,10.0,Dropout
17,0,1,0,0,19,6,12.0,6,12.857142857142858,Graduate
1,0,1,0,0,19,7,11.677777777777775,8,13.8,Graduate
1,0,1,0,1,19,7,13.6,7,13.6,Graduate
1,0,1,0,0,19,6,16.0,6,15.875,Graduate
1,0,1,0,0,20,5,11.8,6,11.5,Graduate
42,1,1,1,0,25,0,0.0,2,14.0,Dropout
1,0,1,1,0,19,0,0.0,0,0.0,Dropout
39,1,1,0,1,34,6,16.142857142857142,6,16.2,Graduate
18,0,1,0,1,18,7,11.785714285714286,7,11.785714285714286,Graduate
1,0,1,0,1,18,8,13.42375,8,13.42375,Graduate
1,0,1,0,0,20,6,12.5,5,14.166666666666666,Graduate
17,0,1,0,1,20,7,12.464285714285714,7,12.464285714285714,Graduate
39,0,1,0,0,28,1,10.0,0,0.0,Dropout
43,0,1,0,0,19,5,12.6,4,12.4,Graduate
1,0,1,0,0,34,2,10.0,4,12.0,Dropout
51,0,1,0,0,35,0,0.0,0,0.0,Dropout
7,0,1,0,0,32,5,11.6,5,12.333333333333334,Graduate
17,0,1,0,0,19,6,12.166666666666666,6,13.5,Graduate
17,0,1,0,0,18,4,13.6,5,12.666666666666666,Graduate
39,0,0,0,0,35,4,12.5,5,11.8,Dropout
17,0,1,0,1,20,6,11.714285714285714,6,12.625,Graduate
1,0,1,1,1,18,6,13.5,6,13.0,Graduate
1,0,1,1,1,20,7,13.024285714285714,7,13.024285714285714,Graduate
17,0,0,1,0,18,0,0.0,0,0.0,Dropout
1,0,1,1,1,18,5,17.333333333333332,5,18.571428571428573,Graduate
1,0,1,1,1,20,4,11.0,4,11.5,Graduate
17,0,1,1,0,19,6,13.666666666666666,6,12.5,Dropout
1,0,1,1,0,19,6,12.833333333333334,6,11.833333333333334,Graduate
1,0,1,1,0,20,5,12.6,4,11.5,Graduate
1,0,1,1,0,22,6,14.333333333333334,7,13.771428571428572,Graduate
1,0,1,1,0,19,7,14.285714285714286,7,14.285714285714286,Graduate
44,0,1,1,0,22,3,11.75,2,10.0,Dropout
17,0,1,1,0,20,5,14.8,5,17.6,Graduate
39,1,0,1,0,34,0,0.0,0,0.0,Dropout
39,0,1,1,0,24,1,10.0,0,0.0,Dropout
39,0,1,1,0,26,0,0.0,0,0.0,Dropout
39,0,1,1,0,35,4,12.6,5,12.38,Dropout
1,0,1,1,0,22,5,12.428571428571429,5,11.8,Graduate
17,0,1,1,0,19,3,12.333333333333334,0,0.0,Dropout
1,0,0,1,0,19,0,0.0,0,0.0,Dropout
44,1,1,1,0,20,0,0.0,0,0.0,Graduate
51,1,1,1,0,21,10,12.1,8,13.333333333333334,Graduate
1,0,1,0,1,19,6,14.714285714285714,6,15.0,Graduate
1,0,1,0,0,18,6,12.666666666666666,6,12.833333333333334,Graduate
53,0,1,0,1,23,12,14.384615384615383,10,13.3,Graduate
17,0,1,0,1,18,5,13.4,5,12.2,Graduate
18,0,1,0,0,18,7,13.314285714285717,7,13.314285714285717,Graduate
1,0,1,0,0,19,7,11.98857142857143,7,11.98857142857143,Graduate
53,0,1,0,0,21,11,11.545454545454543,8,12.88888888888889,Graduate
1,0,1,0,1,18,6,16.46153846153846,6,13.875,Graduate
1,0,1,0,1,24,6,13.666666666666666,6,12.833333333333334,Graduate
1,0,1,0,0,18,7,12.65,8,13.411111111111111,Dropout
17,0,1,0,0,20,6,14.37,7,14.65,Graduate
1,0,0,0,1,18,3,12.0,3,10.666666666666666,Dropout
43,0,1,0,1,19,4,12.0,3,11.0,Dropout
17,0,1,0,0,19,5,12.6,5,11.2,Graduate
1,1,1,0,0,18,6,12.166666666666666,6,12.333333333333334,Graduate
1,0,1,0,1,18,8,13.76375,8,13.76375,Graduate
17,0,1,0,1,19,6,12.4,6,12.8,Graduate
1,0,1,0,0,18,6,14.333333333333334,6,14.333333333333334,Graduate
17,1,0,0,0,19,1,10.0,0,0.0,Dropout
1,0,1,0,0,21,7,14.69625,8,14.622222222222224,Graduate
17,0,1,0,1,18,7,12.855555555555556,8,13.9125,Graduate
1,0,1,0,0,18,7,13.7,8,13.994444444444444,Graduate
1,0,0,0,0,23,0,0.0,1,12.0,Dropout
1,0,1,0,0,18,7,13.285714285714286,8,13.333333333333334,Graduate
43,0,1,0,0,21,5,11.5,5,11.0,Dropout
18,0,1,0,1,19,7,11.4,7,11.4,Graduate
44,0,1,0,1,21,6,12.333333333333334,6,11.333333333333334,Graduate
1,0,1,0,0,18,5,12.8,4,12.2,Graduate
17,0,1,0,1,20,5,12.0,4,15.0,Graduate
1,0,1,0,1,18,5,13.0,5,13.5,Graduate
17,1,0,0,1,18,6,11.833333333333334,6,11.0,Dropout
1,0,1,0,0,18,6,14.0,6,13.333333333333334,Graduate
17,0,1,0,1,18,6,12.333333333333334,6,13.5,Graduate
39,0,1,0,1,24,6,12.5,6,12.833333333333334,Graduate
1,0,1,0,0,19,0,0.0,0,0.0,Graduate
1,0,1,0,0,18,7,15.657142857142857,7,15.657142857142857,Graduate
1,0,1,0,0,19,6,12.166666666666666,6,11.333333333333334,Graduate
17,0,1,0,0,19,0,0.0,0,0.0,Dropout
39,0,1,0,0,26,4,11.75,0,0.0,Dropout
39,1,0,1,0,36,0,0.0,0,0.0,Dropout
17,0,0,1,0,19,0,0.0,0,0.0,Dropout
42,0,0,1,0,27,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,1,13.0,0,0.0,Dropout
1,0,1,1,1,18,7,13.331428571428573,7,13.331428571428573,Graduate
39,0,1,1,0,28,0,0.0,0,0.0,Dropout
44,0,1,1,0,21,0,0.0,0,0.0,Graduate
1,0,1,1,0,19,6,13.7,6,13.7,Graduate
39,1,0,1,0,26,0,0.0,0,0.0,Dropout
51,0,1,1,0,20,9,13.454545454545457,6,13.875,Dropout
1,0,1,1,0,19,7,12.2,7,12.2,Graduate
1,0,1,1,0,21,3,10.0,4,11.0,Dropout
53,0,1,1,1,23,5,13.0,6,12.857142857142858,Graduate
39,0,1,1,0,29,6,12.0,6,14.0,Graduate
1,0,1,1,0,20,7,15.028571428571428,7,15.028571428571428,Graduate
1,0,1,1,0,18,6,12.0,6,11.714285714285714,Graduate
1,0,1,1,0,19,5,12.0,5,12.4,Graduate
7,0,0,1,0,23,3,13.666666666666666,3,11.333333333333334,Dropout
1,0,1,1,0,21,0,0.0,0,0.0,Dropout
1,0,1,1,1,18,0,0.0,0,0.0,Graduate
1,1,0,1,0,21,1,14.0,0,0.0,Dropout
51,0,1,1,0,22,0,0.0,0,0.0,Dropout
18,0,1,1,0,21,7,12.375,5,12.583333333333334,Graduate
39,0,0,1,0,32,0,0.0,0,0.0,Dropout
7,0,1,1,0,27,18,11.421052631578949,13,11.076923076923077,Graduate
1,0,1,1,0,18,6,13.35,6,13.35,Graduate
39,0,1,1,1,24,6,15.0,2,16.0,Graduate
1,0,1,1,0,22,2,10.5,0,0.0,Dropout
43,0,0,1,0,22,0,0.0,0,0.0,Dropout
1,0,1,1,0,19,5,13.25,5,11.833333333333334,Graduate
17,0,1,1,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,1,18,8,13.88125,8,13.88125,Graduate
1,0,1,0,0,18,6,11.333333333333334,5,12.6,Graduate
1,1,1,0,0,20,0,0.0,0,0.0,Dropout
17,0,1,0,0,19,6,12.857142857142858,6,13.666666666666666,Graduate
17,1,1,0,0,19,5,11.6,6,12.5,Graduate
17,0,1,0,1,18,5,11.4,6,11.333333333333334,Graduate
44,1,1,0,1,22,7,13.571428571428571,9,13.77777777777778,Graduate
39,0,1,0,0,31,6,11.833333333333334,7,12.228571428571428,Graduate
17,0,1,0,1,19,7,14.428571428571429,7,14.142857142857142,Graduate
1,0,1,0,1,18,6,12.285714285714286,5,12.4,Graduate
1,0,1,0,0,21,5,14.4,5,13.8,Graduate
17,0,1,0,1,18,7,13.15,8,15.06875,Graduate
44,1,0,1,0,25,0,0.0,0,0.0,Dropout
15,1,1,1,0,21,0,0.0,0,0.0,Dropout
18,0,1,0,1,19,7,12.342857142857143,7,12.342857142857143,Graduate
17,0,1,0,0,22,4,10.5,1,11.0,Dropout
15,0,1,1,0,19,5,10.6,5,11.6,Graduate
39,0,1,0,0,58,0,0.0,0,0.0,Dropout
16,0,1,0,1,19,4,11.25,6,12.0,Graduate
43,0,1,1,0,23,6,10.5,10,11.7,Graduate
18,0,1,0,0,18,7,13.457142857142856,8,14.5125,Graduate
1,0,1,0,0,20,5,12.6,4,12.333333333333334,Graduate
17,0,0,0,0,18,0,0.0,0,0.0,Dropout
17,0,1,0,0,18,6,13.666666666666666,5,13.6,Graduate
17,1,1,0,1,18,5,11.6,5,11.8,Graduate
39,0,1,0,0,24,6,12.571428571428571,5,12.833333333333334,Dropout
17,0,1,0,0,18,5,11.8,5,11.4,Dropout
17,0,1,0,1,19,6,11.333333333333334,6,11.833333333333334,Graduate
1,0,1,0,0,18,6,10.666666666666666,6,11.5,Graduate
1,0,1,0,1,19,0,0.0,0,0.0,Graduate
44,0,1,0,0,22,6,13.333333333333334,4,11.5,Graduate
17,0,1,0,1,21,5,13.0,6,12.833333333333334,Graduate
1,0,1,0,1,18,7,12.90857142857143,7,12.90857142857143,Graduate
1,0,1,0,0,20,4,12.0,1,10.0,Dropout
16,0,1,0,0,19,6,15.333333333333334,6,15.833333333333334,Graduate
15,1,0,1,0,26,6,13.0,2,14.0,Dropout
39,0,1,0,0,35,6,12.5,6,12.166666666666666,Graduate
18,0,1,0,1,19,6,13.0,6,14.333333333333334,Graduate
1,0,1,1,0,18,4,11.75,5,12.571428571428571,Graduate
1,0,1,1,0,19,4,12.5,4,14.25,Graduate
1,0,1,1,0,25,17,11.61111111111111,17,12.055555555555555,Graduate
17,0,1,1,0,18,6,14.0,6,14.666666666666666,Graduate
17,1,0,1,0,26,0,0.0,0,0.0,Dropout
43,0,1,1,0,34,5,13.8,5,13.833333333333334,Graduate
1,0,0,1,0,18,0,0.0,0,0.0,Dropout
1,0,0,1,0,18,0,0.0,0,0.0,Dropout
17,0,1,1,1,18,4,12.25,3,12.333333333333334,Dropout
44,0,1,1,0,20,3,11.5,3,13.666666666666666,Dropout
44,0,1,1,0,25,6,12.571428571428571,9,12.555555555555555,Graduate
17,0,1,1,0,18,6,12.0,5,12.166666666666666,Dropout
1,0,1,1,0,19,11,12.0,12,12.307692307692308,Graduate
1,0,1,1,0,20,0,0.0,0,0.0,Dropout
18,0,1,1,1,20,6,12.0,6,11.166666666666666,Graduate
1,0,1,1,1,19,0,0.0,0,0.0,Dropout
18,0,0,1,0,20,0,0.0,0,0.0,Dropout
39,0,1,1,0,24,4,10.5,4,12.5,Dropout
44,0,1,1,0,20,5,12.857142857142858,6,12.3,Graduate
51,0,1,1,0,23,2,13.0,1,10.0,Dropout
43,0,1,1,0,21,11,12.454545454545457,8,12.75,Graduate
17,0,1,1,0,20,3,11.0,0,0.0,Dropout
1,0,1,1,1,18,6,15.5,6,14.166666666666666,Graduate
1,0,1,1,0,18,6,12.333333333333334,6,13.666666666666666,Graduate
17,0,1,1,1,18,6,11.333333333333334,6,12.285714285714286,Graduate
17,0,1,1,0,19,0,0.0,0,0.0,Dropout
17,0,1,1,0,19,4,12.0,5,12.6,Graduate
39,1,1,1,0,33,2,12.5,2,11.5,Dropout
51,0,1,1,0,21,12,13.666666666666666,11,13.0,Graduate
39,1,0,1,0,25,2,14.5,0,0.0,Dropout
1,0,1,1,1,20,4,13.2,0,0.0,Dropout
53,0,1,1,1,22,5,12.166666666666666,5,14.8,Dropout
39,0,1,0,0,39,4,11.25,6,11.333333333333334,Graduate
1,0,1,1,1,21,6,15.166666666666666,6,14.428571428571429,Graduate
17,0,1,0,1,19,6,11.166666666666666,4,13.4,Graduate
39,0,1,0,1,26,6,10.983333333333334,6,10.983333333333334,Graduate
18,0,1,0,1,19,4,10.75,5,11.5,Graduate
53,0,0,0,1,20,11,13.384615384615383,7,14.285714285714286,Graduate
43,0,1,1,0,24,0,0.0,0,0.0,Dropout
17,0,1,1,0,20,4,13.0,5,14.833333333333334,Graduate
39,0,1,1,0,29,6,16.11111111111111,6,13.5,Graduate
1,0,1,1,0,20,6,11.5,6,11.0,Graduate
44,0,1,1,0,20,4,10.75,2,10.5,Dropout
39,0,1,1,1,24,4,11.6,5,13.0,Graduate
39,1,1,1,0,24,0,0.0,0,0.0,Dropout
7,0,1,1,0,23,5,13.8,5,14.142857142857142,Graduate
43,0,1,1,0,20,7,13.585714285714284,8,14.6875,Graduate
17,0,1,1,0,19,6,13.857142857142858,5,13.0,Graduate
44,0,1,1,1,20,6,13.444444444444445,5,12.6,Graduate
1,0,1,1,0,18,6,14.0,6,13.857142857142858,Graduate
1,1,1,1,0,20,1,12.0,0,0.0,Dropout
39,0,1,1,0,33,5,14.2,5,13.833333333333334,Graduate
17,0,0,0,0,19,3,11.0,3,12.0,Dropout
1,0,1,1,0,19,0,0.0,0,0.0,Graduate
43,0,1,1,0,22,13,14.0,12,13.0,Graduate
43,0,1,0,0,39,0,0.0,0,0.0,Dropout
17,0,0,1,0,22,0,0.0,0,0.0,Dropout
17,0,1,1,1,19,0,0.0,0,0.0,Graduate
10,0,1,0,0,19,6,13.5,6,14.333333333333334,Graduate
17,0,1,0,0,19,0,0.0,0,0.0,Dropout
1,0,1,0,1,21,17,13.38888888888889,17,14.88888888888889,Graduate
7,0,0,0,0,39,0,0.0,0,0.0,Dropout
17,0,1,1,0,19,12,13.583333333333334,11,13.583333333333334,Graduate
39,1,0,1,0,24,0,0.0,0,0.0,Dropout
39,0,1,1,0,27,1,10.0,0,0.0,Dropout
39,0,1,1,0,29,5,15.2,5,15.2,Graduate
17,0,1,1,0,20,4,12.8,0,0.0,Dropout
1,0,1,1,0,21,5,11.166666666666666,4,11.0,Dropout
1,0,1,1,0,19,7,12.828571428571427,7,12.828571428571427,Graduate
17,1,0,1,0,19,6,12.5,4,12.6,Dropout
39,0,1,1,1,28,3,10.0,3,12.4,Graduate
15,0,0,0,0,21,6,11.5,4,13.25,Graduate
10,1,0,0,0,23,7,11.328571428571427,7,11.328571428571427,Dropout
17,0,1,0,0,18,6,13.033333333333331,6,13.033333333333331,Graduate
15,0,1,0,0,59,6,12.166666666666666,4,11.75,Graduate
1,0,1,0,0,18,5,14.4,5,13.6,Graduate
39,0,1,0,0,27,0,0.0,0,0.0,Dropout
1,0,1,0,1,18,6,12.666666666666666,6,12.0,Graduate
18,1,0,0,0,20,2,12.0,3,11.666666666666666,Dropout
39,0,0,0,0,32,0,0.0,0,0.0,Dropout
17,0,1,0,0,19,3,11.666666666666666,4,10.8,Dropout
39,0,1,0,0,41,0,0.0,0,0.0,Dropout
17,0,1,0,0,38,1,10.0,0,0.0,Dropout
7,0,1,1,0,35,0,0.0,0,0.0,Dropout
39,0,1,0,0,27,4,12.25,3,12.0,Dropout
17,0,1,0,0,19,4,12.0,6,12.5,Graduate
39,0,0,0,0,39,0,0.0,0,0.0,Dropout
7,0,0,0,0,37,0,0.0,0,0.0,Dropout
39,0,0,0,0,37,0,0.0,0,0.0,Dropout
43,0,1,0,1,35,16,12.6875,13,12.0,Graduate
43,0,1,0,0,49,10,10.4,6,10.666666666666666,Graduate
7,0,1,0,0,52,14,10.466666666666669,12,10.923076923076923,Graduate
1,0,1,0,0,18,5,14.333333333333334,5,13.0,Graduate
39,0,1,0,1,30,6,14.666666666666666,6,14.333333333333334,Graduate
1,0,1,0,0,21,7,12.835714285714284,8,14.23125,Graduate
1,0,1,1,0,20,0,0.0,0,0.0,Dropout
16,0,1,1,0,19,0,0.0,0,0.0,Dropout
1,0,1,1,0,18,8,13.24875,8,13.24875,Graduate
1,0,1,0,1,22,3,14.0,5,12.4,Graduate
17,0,1,0,1,19,6,13.625,6,12.166666666666666,Graduate
17,0,1,0,1,18,7,14.85,8,15.61111111111111,Graduate
1,0,1,1,0,21,4,10.75,5,11.4,Graduate
